ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
47,TENNESSEE,TN,Hamblen,47063,"Hamblen County, Tennessee",161.1888166,63740,0,27121,99,24411,456,12129,1231,2252,531,22252,1150,8179,596,11409,188,14837,82,11769,699,1863,344,11690,13,1651,342,1165,308,2510,351,645,198,1321,213,872,200,19.5,2.0,7.9,1.8,22252.0,1150.0,18.7,1.4,17.9,0.3,23.3,0.1,18.7,1.1,7.6,1.4,18.3,0.0,2.8,0.6,4.3,1.1,9.3,1.3,2.6,0.8,5.4,0.9,1.4,0.3,0.6383,0.734,0.6277,0.5957,2.5957,0.7021,0.4149,0.7766,0.4149,0.3404,1.9468,0.4787,0.8191,0.9787,1.7978,0.9574,0.8085,0.1596,0.8191,0.4894,0.3085,2.5851,0.5745,8.9254,0.8617,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,6952,779,11.1,1.2,70165
47,TENNESSEE,TN,Unicoi,47171,"Unicoi County, Tennessee",186.0636889,17780,0,8893,92,7521,302,3653,527,718,211,22700,1294,2031,278,4130,135,3241,134,4117,357,726,208,1166,19,182,134,193,101,1602,241,109,79,417,142,538,207,21.1,3.0,9.2,2.7,22700.0,1294.0,15.4,2.1,23.2,0.8,18.2,0.8,23.6,2.0,9.7,2.7,6.6,0.1,1.1,0.8,2.2,1.1,18.0,2.7,1.4,1.1,5.5,1.8,3.0,1.2,0.8085,0.8936,0.5745,0.3617,2.6383,0.7234,0.9362,0.0426,0.883,0.8085,2.6703,0.9468,0.234,0.7872,1.0212,0.5213,0.5745,0.5532,0.1915,0.5638,0.766,2.649,0.6383,8.9788,0.8723,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1726,361,9.9,2.0,15426
47,TENNESSEE,TN,Obion,47131,"Obion County, Tennessee",544.8494153,30520,0,14619,140,12715,249,6814,695,863,164,23141,1098,3541,310,5979,44,6692,20,6462,474,1156,214,5134,26,235,131,238,92,1597,219,257,104,887,167,484,121,22.7,2.3,6.3,1.1,23141.0,1098.0,16.6,1.4,19.6,0.1,21.9,0.1,21.5,1.6,9.1,1.7,16.8,0.1,0.8,0.5,1.6,0.6,10.9,1.5,2.0,0.8,7.0,1.3,1.6,0.4,0.8936,0.4894,0.5319,0.4894,2.4043,0.6277,0.6277,0.5851,0.734,0.6702,2.617,0.883,0.7979,0.6809,1.4788,0.7872,0.4681,0.2021,0.5426,0.8298,0.4681,2.5107,0.5,9.0108,0.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3169,402,10.5,1.3,27986
47,TENNESSEE,TN,Lawrence,47099,"Lawrence County, Tennessee",617.1256807,42937,0,18217,79,16131,306,8029,1115,1532,274,20752,962,5045,390,7567,62,10798,32,7901,537,1519,236,2702,104,580,260,381,123,2205,270,469,133,1176,179,476,175,19.0,2.6,8.7,1.5,20752.0,962.0,17.5,1.3,17.6,0.1,25.1,0.1,18.6,1.2,9.4,1.5,6.3,0.2,1.4,0.7,2.1,0.7,12.1,1.5,2.9,0.8,7.3,1.1,1.1,0.4,0.5532,0.8617,0.8404,0.5426,2.7979,0.7766,0.383,0.9574,0.3936,0.7447,2.4787,0.8404,0.1915,0.8404,1.0319,0.5319,0.5532,0.2872,0.8936,0.883,0.117,2.734,0.7021,9.0425,0.8936,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,6146,883,14.5,2.1,34621
47,TENNESSEE,TN,Hancock,47067,"Hancock County, Tennessee",222.3237505,6585,0,3601,48,2809,144,1647,319,211,71,20578,3063,1134,158,1319,46,1340,22,1743,187,215,80,201,12,22,71,14,20,851,160,43,32,236,65,175,73,25.8,5.0,8.4,2.8,20578.0,3063.0,23.7,3.3,20.0,0.7,20.3,0.3,27.1,2.9,7.7,2.8,3.1,0.2,0.4,1.1,0.4,0.6,23.6,4.4,1.5,1.1,8.4,2.2,2.7,1.1,0.9681,0.8085,0.8617,0.9255,3.5638,0.9574,0.6809,0.266,1.0,0.3936,2.3405,0.7766,0.0213,0.4255,0.4468,0.2021,0.0532,0.7766,0.2447,0.9043,0.7128,2.6916,0.6702,9.0427,0.9043,1,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,4,748,191,11.7,3.0,5247
47,TENNESSEE,TN,Haywood,47075,"Haywood County, Tennessee",533.1070724,17779,0,8421,56,7100,218,3445,617,590,171,22148,1754,2208,277,3067,31,4089,0,3184,301,769,167,9926,19,120,100,344,141,651,140,164,72,738,173,226,122,19.6,3.5,7.2,2.1,22148.0,1754.0,17.9,2.3,17.3,0.2,23.0,0.0,18.1,1.7,10.8,2.3,55.8,0.1,0.7,0.6,4.1,1.7,7.7,1.7,2.3,1.0,10.4,2.4,1.3,0.7,0.6596,0.617,0.6596,0.5745,2.5107,0.6809,0.3298,0.734,0.3404,0.9043,2.3085,0.734,0.9894,0.6277,1.6171,0.883,0.7979,0.1064,0.6915,0.9787,0.234,2.8085,0.8085,9.2448,0.9149,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,3,1799,272,10.3,1.6,14152
47,TENNESSEE,TN,Scott,47151,"Scott County, Tennessee",532.3003567,21954,0,9988,48,8703,265,4799,693,815,192,19179,1430,3160,397,3562,52,5359,65,5608,448,1034,236,584,27,24,88,273,117,2478,305,60,41,511,132,353,94,22.3,3.2,9.0,2.2,19179.0,1430.0,21.2,2.7,16.2,0.2,24.4,0.3,25.9,2.1,11.9,2.7,2.7,0.1,0.1,0.4,2.7,1.2,24.8,3.1,0.7,0.5,5.9,1.5,1.6,0.4,0.8723,0.883,0.9468,0.8511,3.5532,0.9468,0.2234,0.9149,0.9681,0.9574,3.0638,1.0,0.0106,0.0638,0.0744,0.0,0.6489,0.8404,0.0213,0.6383,0.4681,2.617,0.5851,9.3084,0.9255,0,0,1,0,1,0,1,1,1,3,0,0,0,0,0,0,0,0,0,4,2575,360,11.9,1.7,19646
47,TENNESSEE,TN,Rhea,47143,"Rhea County, Tennessee",315.3827882,32628,0,14654,101,12342,402,6901,883,1100,237,22070,1349,4785,543,5849,63,7588,107,6612,541,1024,238,3071,26,480,200,110,98,3198,430,193,100,742,189,918,221,21.9,2.8,7.7,1.7,22070.0,1349.0,21.7,2.5,17.9,0.2,23.3,0.3,20.5,1.7,8.3,1.9,9.4,0.1,1.6,0.7,0.8,0.7,21.8,2.9,1.6,0.8,6.0,1.5,2.8,0.7,0.8511,0.6596,0.6702,0.8936,3.0745,0.8511,0.4149,0.7766,0.6489,0.5426,2.383,0.8085,0.4681,0.8723,1.3404,0.7128,0.1489,0.6809,0.3085,0.6596,0.7234,2.5213,0.5106,9.3192,0.9362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3154,485,9.8,1.5,29979
47,TENNESSEE,TN,Warren,47177,"Warren County, Tennessee",432.6732924,40454,0,17937,87,15655,351,9103,953,1099,237,22328,1923,5794,429,6929,57,9611,0,8214,582,1553,310,5853,30,716,237,293,127,2166,294,294,122,1087,246,676,193,22.9,2.4,6.1,1.3,22328.0,1923.0,20.9,1.5,17.1,0.1,23.8,0.0,20.6,1.4,9.9,2.0,14.5,0.1,1.9,0.6,1.6,0.7,12.1,1.6,1.9,0.8,6.9,1.5,1.7,0.5,0.9043,0.4362,0.617,0.8085,2.766,0.766,0.3085,0.8191,0.6596,0.8298,2.617,0.883,0.7021,0.9255,1.6276,0.8936,0.4681,0.2872,0.4894,0.8085,0.5638,2.617,0.5851,9.6276,0.9468,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,4956,576,12.4,1.4,36091
47,TENNESSEE,TN,Bledsoe,47007,"Bledsoe County, Tennessee",406.4247857,14602,0,5783,70,4853,148,2721,482,586,221,23453,2892,2795,361,2648,90,2369,0,3603,464,300,103,1635,21,245,187,55,44,1797,230,113,62,282,110,1165,155,20.3,3.6,9.3,3.5,23453.0,2892.0,25.1,3.2,18.1,0.6,16.2,0.0,26.8,3.4,6.2,2.1,11.2,0.1,1.8,1.3,1.0,0.8,31.1,4.0,2.3,1.3,5.8,2.3,8.0,1.1,0.7447,0.9149,0.5106,0.9787,3.1489,0.8723,0.4468,0.0106,0.9787,0.1383,1.5744,0.1809,0.5745,0.9149,1.4894,0.8085,0.2447,0.9574,0.6915,0.617,0.9362,3.4468,0.9681,9.6595,0.9574,0,1,0,1,2,0,0,1,0,1,0,1,1,0,1,0,0,1,2,6,1741,372,13.0,2.8,12316
47,TENNESSEE,TN,Hardeman,47069,"Hardeman County, Tennessee",667.7435657,25562,0,10961,120,8907,287,4521,697,1229,250,17352,1023,3806,350,4480,47,4985,24,4217,451,888,193,11632,27,98,102,133,77,2364,291,83,46,625,147,3920,274,20.8,3.2,13.3,2.7,17352.0,1023.0,20.9,1.9,17.5,0.2,19.5,0.1,19.3,2.1,10.0,2.1,45.5,0.1,0.4,0.4,1.2,0.7,21.6,2.7,0.9,0.5,7.0,1.6,15.3,1.1,0.7979,1.0,0.9894,0.8085,3.5958,0.9681,0.3404,0.1596,0.5106,0.8404,1.851,0.4043,0.9787,0.4255,1.4042,0.734,0.3617,0.6702,0.0319,0.8298,0.9894,2.883,0.8298,9.734,0.9681,0,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,1,4,2385,344,10.9,1.6,22042
47,TENNESSEE,TN,Lake,47095,"Lake County, Tennessee",165.7849571,7526,0,2610,119,2203,146,1268,218,217,91,16671,2561,1498,159,1141,46,1138,32,1114,178,318,104,2500,21,8,64,142,55,230,76,37,38,348,90,2695,258,26.9,4.2,9.8,3.9,16671.0,2561.0,26.5,2.8,15.2,0.6,15.1,0.4,23.1,3.4,14.4,4.6,33.2,0.3,0.1,0.9,5.4,2.1,8.8,2.9,1.7,1.8,15.8,4.0,35.8,3.4,0.9894,0.9574,1.0,1.0,3.9468,1.0,0.1277,0.0,0.8511,0.9894,1.9682,0.5,0.9255,0.0638,0.9893,0.4787,0.8511,0.1383,0.3511,1.0,1.0,3.3405,0.9574,10.2448,0.9787,1,1,1,1,4,0,0,0,1,1,1,0,1,0,0,0,1,1,2,8,493,144,10.2,2.9,7309
47,TENNESSEE,TN,Grundy,47061,"Grundy County, Tennessee",360.4448294,13331,0,6451,59,4838,191,3184,485,443,116,18782,1242,2274,210,2721,4,2957,39,3259,226,448,116,2181,429,20,74,73,75,1724,169,142,71,275,95,187,115,24.3,3.7,8.5,2.2,18782.0,1242.0,24.3,2.2,20.4,0.1,22.2,0.3,24.8,1.7,9.3,2.4,16.4,3.2,0.2,0.6,1.1,1.2,26.7,2.6,2.9,1.5,5.7,1.9,1.4,0.9,0.9468,0.8191,0.9681,0.9574,3.6914,0.9894,0.7553,0.6277,0.9362,0.734,3.0532,0.9894,0.7872,0.2128,1.0,0.5,0.2872,0.8936,0.8936,0.5957,0.3085,2.9786,0.8936,10.7232,0.9894,1,0,1,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,2232,376,17.0,2.9,10250
47,TENNESSEE,TN,Lauderdale,47097,"Lauderdale County, Tennessee",471.9669049,26297,0,11303,98,9754,228,5242,550,849,194,18128,984,4127,265,3997,67,6052,9,5272,358,1492,221,10321,16,115,110,120,56,1482,173,353,108,1143,190,2763,201,22.3,2.3,8.3,1.8,18128.0,984.0,23.0,1.5,15.2,0.3,23.0,0.0,22.4,1.5,15.3,2.2,39.2,0.1,0.5,0.4,1.1,0.5,13.1,1.5,3.6,1.1,11.7,1.9,10.5,0.8,0.8723,0.7872,0.9787,0.9043,3.5425,0.9362,0.1277,0.734,0.7979,1.0,2.6596,0.9362,0.9468,0.5426,1.4894,0.8085,0.2872,0.3617,0.9894,0.9894,0.9468,3.5745,0.9894,11.266,1.0,0,0,1,1,2,0,0,0,1,1,1,0,1,0,0,1,1,1,3,7,2423,353,10.3,1.5,21808
